datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu
2020-01-27,0,0,0,20,0,0,0,0,20,0
2020-01-28,0,0,0,28,0,0,0,0,8,0
2020-01-29,0,0,0,33,0,0,0,0,5,0
2020-01-30,0,0,0,34,0,0,0,0,1,0
2020-01-31,0,0,0,37,0,0,0,0,3,0
2020-02-01,0,0,0,38,0,0,0,0,1,0
2020-02-02,0,0,0,43,0,0,0,0,5,0
2020-02-03,0,0,0,48,0,0,0,0,5,0
2020-02-04,0,0,0,53,0,0,0,0,5,0
2020-02-05,0,0,0,53,0,0,0,0,0,0
2020-02-06,0,0,0,56,0,0,0,0,3,0
2020-02-07,0,0,0,62,0,0,0,0,6,0
2020-02-08,0,0,0,62,0,0,0,0,0,0
2020-02-09,0,0,0,64,0,0,0,0,2,0
2020-02-10,0,0,0,72,0,0,0,0,8,0
2020-02-11,0,0,0,74,0,0,0,0,2,0
2020-02-12,0,0,0,75,0,0,0,0,1,0
2020-02-13,0,0,0,76,0,0,0,0,1,0
2020-02-14,0,0,0,76,0,0,0,0,0,0
2020-02-15,0,0,0,77,0,0,0,0,1,0
2020-02-16,0,0,0,78,0,0,0,0,1,0
2020-02-17,0,0,0,80,0,0,0,0,2,0
2020-02-18,0,0,0,80,0,0,0,0,0,0
2020-02-19,0,0,0,82,0,0,0,0,2,0
2020-02-20,0,0,0,82,0,0,0,0,0,0
2020-02-21,0,0,0,82,0,0,0,0,0,0
2020-02-22,0,0,0,83,0,0,0,0,1,0
2020-02-23,0,0,0,86,0,0,0,0,3,0
2020-02-24,0,0,0,98,0,0,0,0,12,0
2020-02-25,0,0,0,112,0,0,0,0,14,0
2020-02-26,0,0,0,135,0,0,0,0,23,0
2020-02-27,0,0,0,170,0,0,0,0,35,0
2020-02-28,0,0,0,193,0,0,0,0,23,0
2020-02-29,0,0,0,200,0,0,0,0,7,0
2020-03-01,3,0,0,211,0,3,0,0,11,0
2020-03-02,3,0,0,262,0,0,0,0,51,0
2020-03-03,5,0,0,340,0,2,0,0,78,0
2020-03-04,6,0,0,407,0,1,0,0,67,0
2020-03-05,9,0,0,483,0,3,0,0,76,0
2020-03-06,20,0,0,594,0,11,0,0,111,0
2020-03-07,27,0,0,787,0,7,0,0,193,0
2020-03-08,33,0,0,928,0,6,0,0,141,0
2020-03-09,39,0,0,1193,0,6,0,0,265,0
2020-03-10,64,0,0,1358,0,25,0,0,165,0
2020-03-11,95,0,0,1816,0,31,0,0,458,0
2020-03-12,117,0,0,2353,0,22,0,0,537,0
2020-03-13,142,0,0,3198,0,25,0,0,845,0
2020-03-14,190,1,0,4184,0,48,1,0,986,0
2020-03-15,299,4,0,5212,0,109,3,0,1028,0
2020-03-16,384,4,0,6531,0,85,0,0,1319,0
2020-03-17,451,4,0,7825,0,67,0,0,1294,0
2020-03-18,561,4,0,9581,0,110,0,0,1756,0
2020-03-19,767,5,0,11840,0,206,1,0,2259,0
2020-03-20,891,8,0,13961,0,124,3,0,2121,0
2020-03-21,1050,13,0,15843,0,159,5,0,1882,0
2020-03-22,1165,13,1,17644,0,115,0,1,1801,0
2020-03-23,1291,18,1,19935,0,126,5,0,2291,0
2020-03-24,1476,22,3,22997,0,185,4,2,3062,0
2020-03-25,1768,27,10,27104,0,292,5,7,4107,0
2020-03-26,2027,37,10,31737,0,259,10,0,4633,0
2020-03-27,2404,52,12,37096,0,377,15,2,5359,0
2020-03-28,2667,60,17,41320,0,263,8,5,4224,0
2020-03-29,2826,78,23,44168,0,159,18,6,2848,0
2020-03-30,3010,108,28,49327,0,184,30,5,5159,0
2020-03-31,3316,130,35,55988,0,306,22,7,6661,0
2020-04-01,3599,175,43,62090,0,283,45,8,6102,0
2020-04-02,3867,217,49,68763,0,268,42,6,6673,0
2020-04-03,4200,285,57,76161,0,333,68,8,7398,0
2020-04-04,4483,331,66,81998,0,283,46,9,5837,0
2020-04-05,4600,373,74,86810,0,117,42,8,4812,0
2020-04-06,4836,471,82,93245,0,236,98,8,6435,0
2020-04-07,5032,593,92,101418,0,196,122,10,8173,0
2020-04-08,5326,707,107,109887,0,294,114,15,8469,0
2020-04-09,5583,889,117,118067,0,257,182,10,8180,0
2020-04-10,5746,1038,128,123769,0,163,149,11,5702,0
2020-04-11,5916,1173,136,128660,0,170,135,8,4891,0
2020-04-12,6005,1284,146,131910,0,89,111,10,3250,0
2020-04-13,6073,1409,157,135125,0,68,125,11,3215,0
2020-04-14,6155,1608,166,141298,0,82,199,9,6173,0
2020-04-15,6315,1818,166,149774,0,160,210,0,8476,0
2020-04-16,6447,2095,168,158155,0,132,277,2,8381,0
2020-04-17,6563,2423,176,166443,0,116,328,8,8288,0
2020-04-18,6668,2592,180,172048,0,105,169,4,5605,0
2020-04-19,6760,2749,189,176075,0,92,157,9,4027,0
2020-04-20,6914,2990,196,182642,0,154,241,7,6567,0
2020-04-21,7047,3227,204,190983,0,133,237,8,8341,0
2020-04-22,7146,3538,206,199801,0,99,311,2,8818,0
2020-04-23,7201,3775,212,207702,0,55,237,6,7901,0
2020-04-24,7287,4037,218,214831,0,86,262,6,7129,0
2020-04-25,7366,4184,222,219277,0,79,147,4,4446,0
2020-04-26,7418,4266,224,222658,0,52,82,2,3381,0
2020-04-27,7459,4467,225,230412,0,41,201,1,7754,0
2020-04-28,7519,4636,229,239153,0,60,169,4,8741,0
2020-04-29,7594,4830,234,246475,0,75,194,5,7322,0
2020-04-30,7702,5039,242,253871,0,108,209,8,7396,0
2020-05-01,7759,5171,250,258368,0,57,132,8,4497,0
2020-05-02,7777,5269,251,262253,0,18,98,1,3885,0
2020-05-03,7803,5397,254,266134,0,26,128,3,3881,0
2020-05-04,7842,5562,259,273890,0,39,165,5,7756,0
2020-05-05,7919,5739,262,283273,0,77,177,3,9383,0
2020-05-06,7998,5919,265,291325,0,79,180,3,8052,0
2020-05-07,8057,6092,269,298924,0,59,173,4,7599,0
2020-05-08,8103,6163,274,303434,0,46,71,5,4510,0
2020-05-09,8121,6240,277,307222,0,18,77,3,3788,0
2020-05-10,8149,6293,280,311274,0,28,53,3,4052,0
2020-05-11,8207,6428,282,319083,0,58,135,2,7809,0
2020-05-12,8252,6519,285,327838,0,45,91,3,8755,0
2020-05-13,8304,6655,289,335525,0,52,136,4,7687,0
2020-05-14,8386,6760,292,342427,0,82,105,3,6902,0
2020-05-15,8441,6847,294,349217,0,55,87,2,6790,0
2020-05-16,8492,6890,295,353414,0,51,43,1,4197,0
2020-05-17,8512,6939,297,356967,0,20,49,2,3553,0
2020-05-18,8627,7035,300,364425,0,115,96,3,7458,0
2020-05-19,8690,7096,302,372761,0,63,61,2,8336,0
2020-05-20,8765,7185,307,380279,0,75,89,5,7518,0
2020-05-21,8801,7276,310,387569,0,36,91,3,7290,0
2020-05-22,8862,7337,312,395317,0,61,61,2,7748,0
2020-05-23,8939,7376,313,400376,0,77,39,1,5059,0
2020-05-24,9004,7408,314,404225,0,65,32,1,3849,0
2020-05-25,9051,7496,315,411733,0,47,88,1,7508,0
2020-05-26,9103,7577,316,418974,0,52,81,1,7241,0
2020-05-27,9140,7657,316,425820,0,37,80,0,6846,0
2020-05-28,9194,7705,318,431833,0,54,48,2,6013,0
2020-05-29,9251,7768,318,437946,0,57,63,0,6113,0
2020-05-30,9285,7808,318,441494,0,34,40,0,3548,0
2020-05-31,9323,7832,318,443635,0,38,24,0,2141,0
2020-06-01,9357,7907,320,450163,0,34,75,2,6528,0
2020-06-02,9422,7992,321,455713,0,65,85,1,5550,0
2020-06-03,9496,8071,322,460639,0,74,79,1,4926,0
2020-06-04,9560,8127,325,465168,0,64,56,3,4529,0
2020-06-05,9595,8195,325,469226,0,35,68,0,4058,0
2020-06-06,9633,8217,325,471626,0,38,22,0,2400,0
2020-06-07,9694,8241,326,473385,0,61,24,1,1759,0
2020-06-08,9763,8293,326,478215,0,69,52,0,4830,0
2020-06-09,9818,8340,327,482217,0,55,47,1,4002,0
2020-06-10,9892,8413,328,486099,0,74,73,1,3882,0
2020-06-11,9957,8460,329,489747,0,65,47,1,3648,0
2020-06-12,10009,8521,330,493155,0,52,61,1,3408,0
2020-06-13,10062,8544,330,494728,0,53,23,0,1573,0
2020-06-14,10095,8556,331,495714,0,33,12,1,986,0
2020-06-15,10135,8597,332,499603,0,40,41,1,3889,0
2020-06-16,10182,8658,333,502972,0,47,61,1,3369,0
2020-06-17,10233,8716,334,506288,0,51,58,1,3316,0
2020-06-18,10351,8768,336,509686,0,118,52,2,3398,0
2020-06-19,10477,8821,337,512580,0,126,53,1,2894,0
2020-06-20,10520,8838,338,514116,0,43,17,1,1536,0
2020-06-21,10570,8855,339,515335,0,50,17,1,1219,0
2020-06-22,10634,8911,340,520022,0,64,56,1,4687,0
2020-06-23,10723,8967,340,523805,0,89,56,0,3783,0
2020-06-24,10850,9047,344,527820,0,127,80,4,4015,0
2020-06-25,10943,9134,344,531369,0,93,87,0,3549,0
2020-06-26,11112,9211,345,537194,0,169,77,1,5825,0
2020-06-27,11372,9234,346,539691,0,260,23,1,2497,0
2020-06-28,11677,9255,346,541492,0,305,21,0,1801,0
2020-06-29,11878,9309,346,546441,0,201,54,0,4949,0
2020-06-30,12027,9372,347,550395,0,149,63,1,3954,0
2020-07-01,12118,9497,347,554811,0,91,125,0,4416,0
2020-07-02,12251,9591,348,559246,0,133,94,1,4435,0
2020-07-03,12392,9681,348,564203,0,141,90,0,4957,0
2020-07-04,12513,9727,350,565892,0,121,46,2,1689,0
2020-07-05,12588,9759,352,567205,0,75,32,2,1313,0
2020-07-06,12639,9801,353,568723,0,51,42,1,1518,0
2020-07-07,12757,9908,353,573861,0,118,107,0,5138,0
2020-07-08,12886,10148,353,578972,0,129,240,0,5111,0
2020-07-09,12991,10284,354,583982,0,105,136,1,5010,0
2020-07-10,13132,10465,354,588505,0,141,181,0,4523,0
2020-07-11,13185,10661,354,590253,0,53,196,0,1748,0
2020-07-12,13244,10868,355,591799,0,59,207,1,1546,0
2020-07-13,13310,11151,356,596720,0,66,283,1,4921,0
2020-07-14,13415,11310,358,601685,0,105,159,2,4965,0
2020-07-15,13550,11429,358,606586,0,135,119,0,4901,0
2020-07-16,13687,11568,358,610942,0,137,139,0,4356,0
2020-07-17,13816,11748,360,615517,0,129,180,2,4575,0
2020-07-18,13928,11821,360,617901,0,112,73,0,2384,0
2020-07-19,14019,11869,361,620342,0,91,48,1,2441,0
2020-07-20,14187,11983,361,627913,0,168,114,0,7571,0
2020-07-21,14395,12104,363,634307,0,208,121,2,6394,0
2020-07-22,14640,12222,365,640909,0,245,118,2,6602,0
2020-07-23,14871,12319,366,647426,0,231,97,1,6517,0
2020-07-24,15149,12408,369,653523,0,278,89,3,6097,0
2020-07-25,15281,12469,371,656135,0,132,61,2,2612,0
2020-07-26,15395,12525,372,657921,0,114,56,1,1786,0
2020-07-27,15589,12652,374,664475,0,194,127,2,6554,0
2020-07-28,15865,12769,376,672384,0,276,117,2,7909,0
2020-07-29,16139,12886,378,679893,0,274,117,2,7509,0
2020-07-30,16393,13031,380,687516,0,254,145,2,7623,0
2020-07-31,16624,13222,382,695723,0,231,191,2,8207,0
2020-08-01,16749,13297,384,700431,0,125,75,2,4708,0
2020-08-02,16850,13390,386,703078,0,101,93,2,2647,0
2020-08-03,17058,13614,388,710824,0,208,224,2,7746,0
2020-08-04,17345,13847,390,719238,0,287,233,2,8414,0
2020-08-05,17586,14043,391,726183,0,241,196,1,6945,0
2020-08-06,17801,14276,392,733545,0,215,233,1,7362,0
2020-08-07,18123,14538,392,742751,0,322,262,0,9206,0
2020-08-08,18296,14658,392,748262,0,173,120,0,5511,0
2020-08-09,18418,14722,393,751190,0,122,64,1,2928,0
2020-08-10,18559,15027,393,757673,0,141,305,0,6483,0
2020-08-11,18848,15277,395,766366,0,289,250,2,8693,0
2020-08-12,19137,15506,395,774288,0,289,229,0,7922,0
2020-08-13,19468,15726,396,781700,0,331,220,1,7412,0
2020-08-14,19759,15972,398,789699,0,291,246,2,7999,0
2020-08-15,19956,16079,400,794812,0,197,107,2,5113,0
2020-08-16,20077,16154,402,797791,0,121,75,2,2979,0
2020-08-17,20268,16435,406,805043,0,191,281,4,7252,0
2020-08-18,20549,16708,406,812733,0,281,273,0,7690,0
2020-08-19,20862,16979,409,820388,0,313,271,3,7655,0
2020-08-20,21108,17221,412,828626,0,246,242,3,8238,0
2020-08-21,21614,17485,415,838338,0,506,264,3,9712,0
2020-08-22,21848,17610,415,843456,0,234,125,0,5118,0
2020-08-23,21984,17700,418,845860,0,136,90,3,2404,0
2020-08-24,22243,17981,419,853273,0,259,281,1,7413,0
2020-08-25,22607,18259,421,862036,0,364,278,2,8763,0
2020-08-26,23003,18530,422,870921,0,396,271,1,8885,0
2020-08-27,23353,18859,422,880119,0,350,329,0,9198,0
2020-08-28,23838,19122,422,890947,0,485,263,0,10828,0
2020-08-29,24158,19271,425,897520,0,320,149,3,6573,0
2020-08-30,24433,19368,426,901466,0,275,97,1,3946,0
2020-08-31,24689,19695,427,910837,0,256,327,1,9371,0
2020-09-01,25186,19973,428,921974,0,497,278,1,11137,0
2020-09-02,25831,20300,428,933784,0,645,327,0,11810,0
2020-09-03,26506,20669,432,945325,0,675,369,4,11541,0
2020-09-04,27303,21001,435,958979,0,797,332,3,13654,0
2020-09-05,27807,21164,440,966447,0,504,163,5,7468,0
2020-09-06,28217,21293,443,970984,0,410,129,3,4537,0
2020-09-07,28778,21713,445,982588,0,561,420,2,11604,0
2020-09-08,29939,22056,450,998703,0,1161,343,5,16115,0
2020-09-09,31097,22456,453,1014210,0,1158,400,3,15507,0
2020-09-10,32480,23013,458,1030723,0,1383,557,5,16513,0
2020-09-11,33922,23885,461,1049940,0,1442,872,3,19217,0
2020-09-12,35459,24609,467,1063257,0,1537,724,6,13317,0
2020-09-13,36250,25311,472,1070347,0,791,702,5,7090,0
2020-09-14,37278,26286,478,1087865,0,1028,975,6,17518,0
2020-09-15,38954,26835,488,1108326,0,1676,549,10,20461,0
2020-09-16,41087,27167,495,1128913,0,2133,332,7,20587,0
2020-09-17,44212,28034,502,1152506,0,3125,867,7,23593,0
2020-09-18,46320,29078,514,1174086,0,2108,1044,12,21580,0
2020-09-19,48365,30123,522,1189317,0,2045,1045,8,15231,0
2020-09-20,49349,31311,528,1199878,0,984,1188,6,10561,0
2020-09-21,50826,32883,543,1219288,0,1477,1572,15,19410,0
2020-09-22,53213,33885,553,1241688,0,2387,1002,10,22400,0
2020-09-23,55518,34718,575,1264133,0,2305,833,22,22445,0
2020-09-24,58424,36217,585,1287296,0,2906,1499,10,23163,0
2020-09-25,61369,38137,595,1310428,0,2945,1920,10,23132,0
2020-09-26,63350,39791,611,1325816,0,1981,1654,16,15388,0
2020-09-27,64655,41802,627,1336284,0,1305,2011,16,10468,0
2020-09-28,65939,43758,638,1348502,0,1284,1956,11,12218,0
2020-09-29,67901,45459,659,1366824,0,1962,1701,21,18322,0
2020-09-30,70826,46744,675,1387916,0,2925,1285,16,21092,0
2020-10-01,74329,48670,704,1411837,0,3503,1926,29,23921,0
2020-10-02,78124,51030,725,1435476,0,3795,2360,21,23639,0
2020-10-03,80678,53229,738,1450677,0,2554,2199,13,15201,0
2020-10-04,82519,55400,773,1458453,0,1841,2171,35,7776,0
2020-10-05,85636,58269,802,1476221,0,3117,2869,29,17768,0
2020-10-06,90094,60226,840,1499274,0,4458,1957,38,23053,0
2020-10-07,95430,61684,891,1523325,0,5336,1458,51,24051,0
2020-10-08,100824,63178,917,1548398,0,5394,1494,26,25073,0
2020-10-09,109442,65413,978,1576141,0,8618,2235,61,27743,0
2020-10-10,114079,68107,1031,1594265,0,4637,2694,53,18124,0
2020-10-11,117183,71096,1074,1605769,0,3104,2989,43,11504,0
2020-10-12,121490,74823,1144,1627817,0,4307,3727,70,22048,0
2020-10-13,129814,77325,1197,1659455,0,8324,2502,53,31638,0
2020-10-14,139358,79093,1264,1694314,0,9544,1768,67,34859,0
2020-10-15,149082,82494,1327,1729119,0,9724,3401,63,34805,0
2020-10-16,160186,87625,1407,1767842,0,11104,5131,80,38723,0
2020-10-17,168899,92931,1488,1797121,0,8713,5306,81,29279,0
2020-10-18,173958,98430,1569,1814361,0,5059,5499,81,17240,0
2020-10-19,182036,104575,1679,1845526,0,8078,6145,110,31165,0
2020-10-20,194021,109019,1788,1886124,0,11985,4444,109,40598,0
2020-10-21,208992,112427,1919,1931369,0,14971,3408,131,45245,0
2020-10-22,223150,117375,2046,1977794,0,14158,4948,127,46425,0
2020-10-23,238398,125968,2171,2023046,0,15248,8593,125,45252,0
2020-10-24,250871,134291,2314,2062238,0,12473,8323,143,39192,0
2020-10-25,258171,145326,2468,2083831,0,7300,11035,154,21593,0
2020-10-26,268507,157231,2631,2119428,0,10336,11905,163,35597,0
2020-10-27,284176,166061,2826,2166926,0,15669,8830,195,47498,0
2020-10-28,297153,170354,2994,2207050,0,12977,4293,168,40124,0
2020-10-29,310203,183417,3193,2249627,0,13050,13063,199,42577,0
2020-10-30,323808,198038,3410,2296449,0,13605,14621,217,46822,0
2020-10-31,335236,212532,3603,2332745,0,11428,14494,193,36296,0
2020-11-01,341787,226407,3827,2353388,0,6551,13875,224,20643,0
2020-11-02,351028,242236,4050,2386116,189,9241,15829,223,32728,189
2020-11-03,363118,248896,4311,2429443,491,12090,6660,261,43327,302
2020-11-04,378844,254557,4539,2474927,1125,15726,5661,228,45484,634
2020-11-05,392081,271577,4735,2518160,1964,13237,17020,196,43233,839
2020-11-06,403627,288594,4952,2558485,2599,11546,17017,217,40325,635
2020-11-07,411348,296057,5155,2584728,2884,7721,7463,203,26243,285
2020-11-08,414959,311256,5361,2598455,3160,3611,15199,206,13727,276
2020-11-09,421007,325787,5547,2628922,4584,6048,14531,186,30467,1424
2020-11-10,430064,332421,5762,2666196,11013,9057,6634,215,37274,6429
2020-11-11,438983,337753,5946,2699134,25518,8919,5332,184,32938,14505
2020-11-12,446857,351669,6120,2730308,39097,7874,13916,174,31174,13579
2020-11-13,454215,364906,6301,2761605,52211,7358,13237,181,31297,13114
2020-11-14,458411,376953,6486,2777798,53893,4196,12047,185,16193,1682
2020-11-15,460302,388091,6638,2786819,56987,1891,11138,152,9021,3094
2020-11-16,465728,398236,6811,2812886,76132,5426,10145,173,26067,19145
2020-11-17,469974,402199,6950,2830476,80829,4246,3963,139,17590,4697
2020-11-18,475488,405470,7105,2855008,103827,5514,3271,155,24532,22998
2020-11-19,481958,414737,7239,2881712,111721,6470,9267,134,26704,7894
2020-11-20,487767,423812,7356,2907566,120064,5809,9075,117,25854,8343
2020-11-21,490958,431146,7488,2922150,128821,3191,7334,132,14584,8757
2020-11-22,492466,437495,7614,2929380,134070,1508,6349,126,7230,5249
2020-11-23,496848,444187,7743,2953040,175358,4382,6692,129,23660,41288
2020-11-24,502709,447188,7879,2977671,189899,5861,3001,136,24631,14541
2020-11-25,507638,449158,8002,3000321,204571,4929,1970,123,22650,14672
2020-11-26,511688,456516,8132,3020875,217335,4050,7358,130,20554,12764
2020-11-27,516151,459409,8270,3044270,229617,4463,2893,138,23395,12282
2020-11-28,518819,465888,8387,3056592,238247,2668,6479,117,12322,8630
2020-11-29,519893,471656,8482,3063042,241879,1074,5768,95,6450,3632
2020-11-30,523466,477092,8608,3085308,282823,3573,5436,126,22266,40944
2020-12-01,528647,479401,8708,3108492,299959,5181,2309,100,23184,17136
2020-12-02,533220,480824,8824,3131163,314983,4573,1423,116,22671,15024
2020-12-03,537844,486733,8926,3151889,327424,4624,5909,102,20726,12441
2020-12-04,542591,492040,9018,3174666,336775,4747,5307,92,22777,9351
2020-12-05,545904,496195,9147,3187650,340574,3313,4155,129,12984,3799
2020-12-06,547016,499936,9238,3194345,343973,1112,3741,91,6695,3399
2020-12-07,551268,504514,9332,3217258,370741,4252,4578,94,22913,26768
2020-12-08,557124,506272,9427,3243453,382550,5856,1758,95,26195,11809
2020-12-09,563541,507440,9509,3268721,393839,6417,1168,82,25268,11289
2020-12-10,569420,512566,9625,3294292,403350,5879,5126,116,25571,9511
2020-12-11,575630,517551,9730,3322757,414267,6210,4985,105,28465,10917
2020-12-12,579285,521658,9827,3338844,418553,3655,4107,97,16087,4286
2020-12-13,581283,525749,9935,3347820,422123,1998,4091,108,8976,3570
2020-12-14,586465,530504,10065,3374198,447670,5182,4755,130,26378,25547
2020-12-15,594382,532437,10171,3406373,460383,7917,1933,106,32175,12713
2020-12-16,602651,533907,10285,3438865,480483,8269,1470,114,32492,20100
2020-12-17,610269,540107,10391,3470168,499266,7618,6200,106,31303,18783
2020-12-18,619133,546288,10492,3504186,526851,8864,6181,101,34018,27585
2020-12-19,624495,551836,10606,3525531,541003,5362,5548,114,21345,14152
2020-12-20,627923,557292,10704,3537133,553351,3428,5456,98,11602,12348
2020-12-21,636175,563499,10808,3566670,603010,8252,6207,104,29537,49659
2020-12-22,647605,566142,10910,3602959,644734,11430,2643,102,36289,41724
2020-12-23,661804,568012,11025,3644828,689666,14199,1870,115,41869,44932
2020-12-24,666193,575596,11136,3655541,698594,4389,7584,111,10713,8928
2020-12-25,668873,583426,11242,3663360,705484,2680,7830,106,7819,6890
2020-12-26,671924,591182,11367,3672075,717130,3051,7756,125,8715,11646
2020-12-27,675733,598476,11475,3682558,729382,3809,7294,108,10483,12252
2020-12-28,686781,606876,11606,3710760,775341,11048,8400,131,28202,45959
2020-12-29,702979,610885,11738,3746835,806725,16198,4009,132,36075,31384
2020-12-30,720133,614091,11888,3782276,838597,17154,3206,150,35441,31872
2020-12-31,733485,625127,12017,3810183,857991,13352,11036,129,27907,19394
2021-01-01,736949,637365,12169,3816768,863432,3464,12238,152,6585,5441
2021-01-02,741957,648512,12321,3830217,879081,5008,11147,152,13449,15649
2021-01-03,748263,650602,12462,3845539,893539,6306,2090,141,15322,14458
2021-01-04,761304,653249,12614,3880720,949760,13041,2647,152,35181,56221
2021-01-05,778798,657137,12795,3924738,985027,17494,3888,181,44018,35267
2021-01-06,796724,662049,12959,3963789,1015069,17926,4912,164,39051,30042
2021-01-07,811768,676537,13146,4002763,1043568,15044,14488,187,38974,28499
2021-01-08,824974,692456,13343,4041526,1074818,13206,15919,197,38763,31250
2021-01-09,833483,708634,13508,4062610,1089280,8509,16178,165,21084,14462
2021-01-10,837841,717360,13692,4074929,1102046,4358,8726,184,12319,12766
2021-01-11,847317,719433,13856,4108939,1152817,9476,2073,164,34010,50771
2021-01-12,858170,726351,14033,4145301,1183351,10853,6918,177,36362,30534
2021-01-13,869141,732660,14197,4177676,1211814,10971,6309,164,32375,28463
2021-01-14,877275,750683,14378,4207983,1238151,8134,18023,181,30307,26337
2021-01-15,886632,768092,14542,4239181,1267442,9357,17409,164,31198,29291
2021-01-16,891895,783000,14698,4256572,1277655,5263,14908,156,17391,10213
2021-01-17,894550,796257,14856,4265410,1286610,2655,13257,158,8838,8955
2021-01-18,902269,808973,15016,4295225,1329067,7719,12716,160,29815,42457
2021-01-19,911920,814368,15173,4327025,1353059,9651,5395,157,31800,23992
2021-01-20,920183,818721,15321,4355773,1375845,8263,4353,148,28748,22786
2021-01-21,927796,830991,15473,4380918,1399315,7613,12270,152,25145,23470
2021-01-22,936315,841535,15609,4411319,1428138,8519,10544,136,30401,28823
2021-01-23,940571,851141,15752,4425457,1440750,4256,9606,143,14138,12612
2021-01-24,942988,859159,15897,4433350,1450951,2417,8018,145,7893,10201
2021-01-25,950012,867866,16037,4460621,1499091,7024,8707,140,27271,48140
2021-01-26,959239,871596,16180,4490072,1527455,9227,3730,143,29451,28364
2021-01-27,967805,874374,16340,4520561,1556413,8566,2778,160,30489,28958
2021-01-28,975861,884042,16475,4546383,1584944,8056,9668,135,25822,28531
2021-01-29,983943,892983,16627,4577722,1616656,8082,8941,152,31339,31712
2021-01-30,988017,900873,16753,4592153,1633427,4074,7890,126,14431,16771
2021-01-31,990614,907836,16874,4599793,1648498,2597,6963,121,7640,15071
2021-02-01,997893,915482,17007,4627301,1705365,7279,7646,133,27508,56867
2021-02-02,1007078,918677,17142,4657299,1739363,9185,3195,135,29998,33998
2021-02-03,1016787,921372,17279,4689097,1772728,9709,2695,137,31798,33365
2021-02-04,1024912,931176,17408,4716846,1807132,8125,9804,129,27749,34404
2021-02-05,1033562,940141,17535,4748046,1844736,8650,8965,127,31200,37604
2021-02-06,1038391,947828,17663,4762947,1862189,4829,7687,128,14901,17453
2021-02-07,1040853,954732,17794,4770767,1879476,2462,6904,131,7820,17287
2021-02-08,1048697,962477,17933,4796374,1936326,7844,7745,139,25607,56850
2021-02-09,1059020,965416,18066,4827752,1973523,10323,2939,133,31378,37197
2021-02-10,1068612,968071,18200,4857683,2009316,9592,2655,134,29931,35793
2021-02-11,1077669,977874,18330,4885928,2044899,9057,9803,130,28245,35583
2021-02-12,1086533,986901,18474,4916994,2086778,8864,9027,144,31066,41879
2021-02-13,1091699,995286,18592,4933454,2106839,5166,8385,118,16460,20061
2021-02-14,1094597,1002912,18741,4941845,2127521,2898,7626,149,8391,20682
2021-02-15,1103536,1011368,18870,4970979,2192643,8939,8456,129,29134,65122
2021-02-16,1116175,1014504,19020,5005523,2237790,12639,3136,150,34544,45147
2021-02-17,1127140,1017193,19152,5038310,2281554,10965,2689,132,32787,43764
2021-02-18,1138874,1027612,19325,5072389,2327285,11734,10419,173,34079,45731
2021-02-19,1150193,1037155,19506,5109901,2377848,11319,9543,181,37512,50563
2021-02-20,1156985,1046289,19683,5128712,2399276,6792,9134,177,18811,21428
2021-02-21,1161066,1054507,19831,5138289,2425006,4081,8218,148,9577,25730
2021-02-22,1172541,1063568,19996,5172194,2501905,11475,9061,165,33905,76899
2021-02-23,1188420,1067045,20144,5213110,2558496,15879,3477,148,40916,56591
2021-02-24,1202269,1070161,20287,5253291,2615790,13849,3116,143,40181,57294
2021-02-25,1216898,1082293,20469,5293061,2674508,14629,12132,182,39770,58718
2021-02-26,1231745,1093344,20660,5334950,2736680,14847,11051,191,41889,62172
2021-02-27,1239618,1104342,20853,5358016,2764084,7873,10998,193,23066,27404
2021-02-28,1244221,1114975,21036,5369723,2792822,4603,10633,183,11707,28738
2021-03-01,1256603,1126448,21241,5404845,2887842,12382,11473,205,35122,95020
2021-03-02,1273435,1131157,21434,5449428,2961932,16832,4709,193,44583,74090
2021-03-03,1288713,1135160,21635,5490593,3039386,15278,4003,201,41165,77454
2021-03-04,1303407,1150598,21853,5530454,3132339,14694,15438,218,39861,92953
2021-03-05,1316607,1165426,22040,5573252,3232496,13200,14828,187,42798,100157
2021-03-06,1325758,1179369,22249,5595261,3269175,9151,13943,209,22009,36679
2021-03-07,1329777,1192330,22453,5606360,3305840,4019,12961,204,11099,36665
2021-03-08,1340486,1205420,22689,5639169,3484555,10709,13090,236,32809,178715
2021-03-09,1355909,1210812,22922,5679260,3658995,15423,5392,233,40091,174440
2021-03-10,1370519,1215605,23151,5720247,3841293,14610,4793,229,40987,182298
2021-03-11,1381828,1216322,23380,5755532,4036646,11309,717,229,35285,195353
2021-03-12,1396842,1217106,23593,5795294,4202509,15014,784,213,39762,165863
2021-03-13,1403900,1217437,23771,5813136,4253849,7058,331,178,17842,51340
2021-03-14,1407265,1217718,24000,5821423,4306230,3365,281,229,8287,52381
2021-03-15,1417950,1234777,24238,5854900,4547590,10685,17059,238,33477,241360
2021-03-16,1432055,1250268,24457,5892264,4754610,14105,15491,219,37364,207020
2021-03-17,1444168,1264934,24656,5926606,4954736,12113,14666,199,34342,200126
